genus,species,subspecies,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,elevationAccuracy,year,gbifID,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,house_number,road,county,state,ISO3166-2-lvl4,postcode,country,country_code,boundingbox,neighbourhood,village,municipality,amenity,hamlet,city,town,building,locality,natural,tourism,ISO3166-2-lvl6,region,leisure,suburb,residential,state_district,man_made,highway,city_district,landuse,township,ISO3166-2-lvl3,isolated_dwelling,shop,ISO3166-2-lvl7,historic,quarter,farm,industrial,farmyard,military,ISO3166-2-lvl5,borough,railway,retail,emergency,healthcare,place,aeroway,office,club,commercial
Sarracenia,purpurea,NA,46.38838,-89.000658,27031,NA,NA,2020,2862565991,"Interior Township, Ontonagon County, Michigan, 49967, United States",299332502,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10342817,46.46284805,-89.05354090777497,NA,NA,Ontonagon County,Michigan,US-MI,49967,United States,us,,NA,NA,Interior Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.206652,-89.06648,27031,NA,NA,2020,2823340106,"FS 3978, Watersmeet Township, Gogebic County, Michigan, United States",107601507,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17795015,46.206833847899354,-89.06596823405427,NA,FS 3978,Gogebic County,Michigan,US-MI,NA,United States,us,,NA,NA,Watersmeet Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.356602,-91.280264,27031,NA,NA,2020,2814296713,"Drummond, Town of Drummond, Bayfield County, Wisconsin, United States",360553,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,151540319,46.3368945,-91.2579668,NA,NA,Bayfield County,Wisconsin,US-WI,NA,United States,us,,NA,Drummond,Town of Drummond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.382159,-69.003158,27031,NA,NA,2020,2814291626,"T8 R10 WELS, Piscataquis County, Maine, United States",299377107,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,12262380,46.35284275,-69.01828082451829,NA,NA,Piscataquis County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8 R10 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.34233,-69.016761,27031,NA,NA,2020,2814173098,"Pinkham Road, T8 R10 WELS, Piscataquis County, Maine, 00135, United States",103827830,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11480580,46.33719,-69.014205,NA,Pinkham Road,Piscataquis County,Maine,US-ME,00135,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8 R10 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.289382,-69.125692,27031,NA,NA,2020,2813938214,"Pinkham Road, T8 R10 WELS, Piscataquis County, Maine, 00135, United States",103827830,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11480580,46.29329844331907,-69.12712126776107,NA,Pinkham Road,Piscataquis County,Maine,US-ME,00135,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8 R10 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.232403,-65.280732,27031,NA,NA,2020,2803119808,"Salisbury Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada",299049629,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9663906,46.06526525,-65.18639260989511,NA,NA,Salisbury Parish,New Brunswick / Nouveau-Brunswick,CA-NB,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.201199,-86.429265,27031,NA,NA,2020,2641519198,"Government Road, Inwood Township, Schoolcraft County, Michigan, United States",107733130,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17973636,46.2023475,-86.4295453,NA,Government Road,Schoolcraft County,Michigan,US-MI,NA,United States,us,,NA,NA,Inwood Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.217779,-89.502888,27031,NA,NA,2016,2574313055,"Town of Land O' Lakes, Vilas County, Wisconsin, United States",108917457,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21625027,46.2160627614269,-89.50185943236198,NA,NA,Vilas County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Land O' Lakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.392913,-89.486024,27031,NA,NA,2016,2574299096,"Marenisco Township, Gogebic County, Michigan, 49947, United States",298945573,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10342821,46.3636066,-89.61515265923485,NA,NA,Gogebic County,Michigan,US-MI,49947,United States,us,,NA,NA,Marenisco Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.219959,-84.981709,27031,NA,NA,2019,2451723727,"Trout Lake Township, Chippewa County, Michigan, United States",298894007,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405882,46.1947232,-85.021052,NA,NA,Chippewa County,Michigan,US-MI,NA,United States,us,,NA,Trout Lake Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.368699,-86.509007,27031,NA,NA,2019,2311282928,"Munising Township, Alger County, Michigan, United States",298882059,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10384742,46.361269449999995,-86.52164530212002,NA,NA,Alger County,Michigan,US-MI,NA,United States,us,,NA,NA,Munising Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.365385,-82.432747,27031,NA,NA,2019,2283175376,"Unorganized North Algoma, Algoma District, Northeastern Ontario, Ontario, Canada",298920254,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7594208,47.98565275,-84.33910573306366,NA,NA,Algoma District,Ontario,CA-ON,NA,Canada,ca,,NA,NA,NA,NA,NA,Unorganized North Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northeastern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.291349,-86.559918,27031,NA,NA,2017,2005283556,"Scotts, Hiawatha Township, Schoolcraft County, Michigan, United States",107734465,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17975837,46.28546626146448,-86.56108606532796,NA,Scotts,Schoolcraft County,Michigan,US-MI,NA,United States,us,,NA,NA,Hiawatha Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.332632,-84.916201,27031,NA,NA,2018,1898808234,"Chippewa Township, Chippewa County, Michigan, United States",298891786,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405870,46.34642565,-84.98886354827457,NA,NA,Chippewa County,Michigan,US-MI,NA,United States,us,,NA,NA,Chippewa Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.201816,-84.923658,27031,NA,NA,2018,1891348736,"Trout Lake Township, Chippewa County, Michigan, United States",298894007,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405882,46.1947232,-85.021052,NA,NA,Chippewa County,Michigan,US-MI,NA,United States,us,,NA,Trout Lake Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.308584,-91.294796,27031,NA,NA,2017,1571164273,"Town of Drummond, Bayfield County, Wisconsin, 54832, United States",299127112,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9187170,46.33446935,-91.30178916717654,NA,NA,Bayfield County,Wisconsin,US-WI,54832,United States,us,,NA,NA,Town of Drummond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.219133,-86.552876,27031,NA,NA,2012,1211981105,"FS 2173, Inwood Township, Schoolcraft County, Michigan, 49895, United States",107509215,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,17975321,46.222239,-86.554603,NA,FS 2173,Schoolcraft County,Michigan,US-MI,49895,United States,us,,NA,NA,Inwood Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.176987,-68.732372,27047,NA,NA,2017,1671721221,"T6 R8 WELS, Penobscot County, Maine, United States",299197195,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,12257014,46.17046225,-68.75798869334209,NA,NA,Penobscot County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6 R8 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.133176,-91.028154,27047,NA,NA,2016,1453378517,"Forest Road 204, Town of Spider Lake, Sawyer County, Wisconsin, United States",344964319,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21585903,46.13223692638383,-91.03047657367624,NA,Forest Road 204,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Spider Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.044798,-91.047241,27047,NA,NA,2016,1453373265,"Town of Round Lake, Sawyer County, Wisconsin, United States",298798946,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9175365,46.02627245,-91.1127532503431,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Round Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.129618,-91.113083,27047,NA,NA,2016,1453373044,"Forest Road 657, Town of Spider Lake, Sawyer County, Wisconsin, United States",109146285,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21601759,46.12928460527364,-91.11309193021589,NA,Forest Road 657,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Spider Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.149488,-91.174023,27047,NA,NA,2016,1453372784,"Rock Lake Fire Lane, Town of Spider Lake, Sawyer County, Wisconsin, United States",109546466,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21603489,46.14954266954851,-91.17403178465445,NA,Rock Lake Fire Lane,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Spider Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.120323,-89.593828,27047,NA,NA,2016,1291105772,"Stiloski Lane, Town of Boulder Junction, Vilas County, Wisconsin, 54512, United States",109239257,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21643433,46.122573,-89.589775,NA,Stiloski Lane,Vilas County,Wisconsin,US-WI,54512,United States,us,,NA,NA,NA,NA,Town of Boulder Junction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.064342,-89.415492,27047,NA,NA,2016,1291105767,"East Lake Laura Road, Town of Plum Lake, Vilas County, Wisconsin, 54561, United States",109037240,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21628234,46.059669,-89.418648,NA,East Lake Laura Road,Vilas County,Wisconsin,US-WI,54561,United States,us,,NA,NA,Town of Plum Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.042168,-91.130156,27047,NA,NA,2016,1273858032,"Town of Round Lake, Sawyer County, Wisconsin, United States",109202688,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21589578,46.046961,-91.129387,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Round Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.110719,-68.787835,27063,NA,NA,2022,3963720356,"T5 R8 WELS, Penobscot County, Maine, United States",299377037,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,12257017,46.08037564999999,-68.75862563384322,NA,NA,Penobscot County,Maine,US-ME,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5 R8 WELS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.054172,-86.668334,27063,NA,NA,2021,3923430653,"Nahma Township, Delta County, Michigan, United States",298878928,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10384746,45.9916206,-86.6993770937041,NA,NA,Delta County,Michigan,US-MI,NA,United States,us,,NA,NA,Nahma Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.172353,-89.687457,27063,NA,NA,2022,3923404900,"Town of Presque Isle, Vilas County, Wisconsin, 54557, United States",298302117,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,5265892,46.2155729,-89.67985742498375,NA,NA,Vilas County,Wisconsin,US-WI,54557,United States,us,,NA,NA,Town of Presque Isle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.076602,-88.483445,27063,NA,NA,2022,3912251042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.126107,-88.578037,27063,NA,NA,2022,3912244541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.140449,-79.95477,27063,NA,NA,2022,3902999307,"Unorganized Centre Parry Sound, Parry Sound District, Central Ontario, Ontario, Canada",298997504,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7692040,45.86018835,-80.06232817578497,NA,NA,Parry Sound District,Ontario,CA-ON,NA,Canada,ca,,NA,NA,NA,NA,NA,Unorganized Centre Parry Sound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.077631,-91.467051,27063,NA,NA,2022,3860627366,"Town of Lenroot, Sawyer County, Wisconsin, United States",109161575,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21584353,46.075537,-91.468421,NA,NA,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Lenroot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.196004,-85.344918,27063,NA,NA,2022,3860479392,"Hudson Township, Mackinac County, Michigan, 49762, United States",298949649,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405875,46.15149175,-85.3000118052455,NA,NA,Mackinac County,Michigan,US-MI,49762,United States,us,,NA,NA,Hudson Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.016543,-89.727528,27063,NA,NA,2022,3859939583,"Town of Arbor Vitae, Vilas County, Wisconsin, 54568, United States",298927097,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,8359697,45.976700199999996,-89.66318220696414,NA,NA,Vilas County,Wisconsin,US-WI,54568,United States,us,,NA,NA,Town of Arbor Vitae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.094624,-86.779744,27063,NA,NA,2022,3859720836,"Dd Road, Nahma Township, Delta County, Michigan, United States",285623637,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,977066534,46.09454736235834,-86.77954807865902,NA,Dd Road,Delta County,Michigan,US-MI,NA,United States,us,,NA,NA,Nahma Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.062807,-85.21571,27063,NA,NA,2022,3858946675,"Hendricks Township, Mackinac County, Michigan, United States",298883625,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10405874,46.12982725,-85.17487458129065,NA,NA,Mackinac County,Michigan,US-MI,NA,United States,us,,NA,NA,Hendricks Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.13103,-89.535285,27063,NA,NA,2022,3858726990,"Little Gibson Lake Road, Town of Land O' Lakes, Vilas County, Wisconsin, 54512, United States",109560523,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21633807,46.136238,-89.535028,NA,Little Gibson Lake Road,Vilas County,Wisconsin,US-WI,54512,United States,us,,NA,NA,Town of Land O' Lakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.159211,-89.806751,27063,NA,NA,2022,3802708297,"North Lakeland School, 12686, County Road K, Town of Boulder Junction, Town of Winchester, Town of Presque Isle, Vilas County, Wisconsin, 54545, United States",269789140,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855453172,46.15992905,-89.8039355365006,12686,County Road K,Vilas County,Wisconsin,US-WI,54545,United States,us,,NA,Town of Winchester,Town of Presque Isle,North Lakeland School,Town of Boulder Junction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.007418,-89.516526,27063,NA,NA,2021,3764540859,"Town of Plum Lake, Vilas County, Wisconsin, 54560, United States",109183521,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21623878,46.00741441190422,-89.5165523874544,NA,NA,Vilas County,Wisconsin,US-WI,54560,United States,us,,NA,NA,Town of Plum Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.191195,-81.312555,27063,NA,NA,2019,3698186617,"Killarney, Sudbury District, Northeastern Ontario, Ontario, Canada",298927723,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7555519,45.971197,-81.513062,NA,NA,Sudbury District,Ontario,CA-ON,NA,Canada,ca,,NA,Killarney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northeastern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.120046,-86.058146,27063,NA,NA,2021,3384823710,"Doyle Township, Schoolcraft County, Michigan, 49840, United States",298922605,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10384753,46.10746265,-86.05275805818957,NA,NA,Schoolcraft County,Michigan,US-MI,49840,United States,us,,NA,NA,Doyle Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.023507,-91.042321,27063,NA,NA,2021,3355608403,"Wolf Island Road, Town of Round Lake, Sawyer County, Wisconsin, United States",108905232,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,21602149,46.025924,-91.039091,NA,Wolf Island Road,Sawyer County,Wisconsin,US-WI,NA,United States,us,,NA,NA,Town of Round Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,46.159606,-88.534783,27063,NA,NA,2019,3355334005,"Bates Township, Iron County, Michigan, 49661, United States",298868700,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10342793,46.24648035,-88.52321416978033,NA,NA,Iron County,Michigan,US-MI,49661,United States,us,,NA,NA,Bates Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.030653,-88.484136,27063,NA,NA,2015,3337582771,"Mastodon Township, Iron County, Michigan, 49902, United States",299126858,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,10342796,45.997102,-88.28567893778123,NA,NA,Iron County,Michigan,US-MI,49902,United States,us,,NA,NA,Mastodon Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
